file_key,file,gold,asr,WER,CER,language,language_probability,empty_output,error_type,NER,
LSZH_ZURICH_Tower_118_1MHz_20210414_162532,LSZH_ZURICH_Tower_118_1MHz_20210414_162532.wav,Air Nostrum Seven Eight Juliett Mike zero two zero degrees one three [XT],Airfield Air Nostrum 7HUMI 020 degrees 13 knots.,0.833333333,0.736842105,en,1,FALSE,phonetic code,,
LSGS_SION_Ground_Control_121_7MHz_20210502_061623,LSGS_SION_Ground_Control_121_7MHz_20210502_061623.wav,Hotel Echo X-ray  final  two five for touch and go,"Tereco Express, final 25, protection go.",0.818181818,0.631578947,en,1,FALSE,phonetic code,,
LSGS_SION_Tower_118_3MHz_20210423_093650,LSGS_SION_Tower_118_3MHz_20210423_093650.wav,Sion Tower at departure echo two for turn bravo papa zulu,"See you on tower at this Ponson, Equatree, Votel Bravo, Nava, Papa Zulu.",0.818181818,0.638297872,en,1,FALSE,facility name,,
LSZB_BERN_Approach_127_3MHz_20210414_161919,LSZB_BERN_Approach_127_3MHz_20210414_161919.wav,Hotel Golf November on downwind runway three two to full stop,Hot dog off November and I'm in runway three two four four stop.,0.818181818,0.294117647,en,1,FALSE,phonetic code,,
LSZH_ZURICH_Tower_118_1MHz_20210414_112539,LSZH_ZURICH_Tower_118_1MHz_20210414_112539.wav,Qatari Zero Two Mike on taxiway juliett cross runway one zero contact apron one two one decimal seven five five good bye,"Katari 02, my contact is where Juliet Cross Runway 10, contact apron 121.755, goodbye.",0.818181818,0.555555556,en,1,FALSE,callsign,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_012942,YSSY_SYDNEY_Tower_120_5MHz_20210502_012942.wav,tower Jetstar Seven Six Three Jetstar Seven Six Three Sydney ciao,"City Tower, Jetstar 763. Jetstar 763, City Tower.",0.818181818,0.672727273,en,1,FALSE,,correct,
YSSY_SYDNEY_Tower_120_5MHz_20210504_232546,YSSY_SYDNEY_Tower_120_5MHz_20210504_232546.wav,cleared to land runway one six five Qjet Fifteen Zero Four,Clear land runway 16RQJ1504.,0.818181818,0.645833333,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210505_203701,YSSY_SYDNEY_Tower_120_5MHz_20210505_203701.wav,one six right cleared to land Qantas Seven Seven Zero Two,"16R, clear to land, QNH 7702.",0.818181818,0.70212766,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210505_224723,YSSY_SYDNEY_Tower_120_5MHz_20210505_224723.wav,runway one six right cleared to land  holding   point seven nine,"LA16R, cleared to land on the point, 7-9-9.",0.818181818,0.588235294,en,1,FALSE,,,
LSZH_ZURICH_ApronS_121_75MHz_20210414_163659,LSZH_ZURICH_ApronS_121_75MHz_20210414_163659.wav,Europa Nine Four Kilo Mike contact ground one two one decimal nine zero five good bye,"Europa 940, you might contact ground 121.905, goodbye.",0.8125,0.585714286,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210427_063034,YSSY_SYDNEY_Tower_120_5MHz_20210427_063034.wav,turning air cross nine twenty three heavy contract nine twenty three heavy Sydney tower good day,"City of Nantucket, Qantas 923 heavy. Qantas 923 heavy, Sydney Tackaday.",0.8125,0.654320988,en,1,FALSE,,,
LKPR_RUZYNE_Tower_134_560MHz_20201027_135224,LKPR_RUZYNE_Tower_134_560MHz_20201027_135224.wav,Ryan Air One Bravo Alfa startup is approved startup approved Ryan Air One Bravo Alfa,"Trainer, one brab alpha, start up is approved. Start up is approved, one brab alpha.",0.8,0.314285714,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_071700,LSZH_ZURICH_Tower_118_1MHz_20210414_071700.wav,Hotel Sierra Kilo  wind    zero three zero degrees   one one knots  runway two cleared takeoff,"Oto siara kilomint, siara three siara geis, one one ots, rame tukli teg.",0.8,0.534246575,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210429_202823,LZIB_STEFANIK_Tower_118_3MHz_20210429_202823.wav,Eurotrans One Three Juliett startup approved own discretion startup own discretion Eurotrans One Three Juliett,"U-Trans-One-Three Juliet, start up on discretion. Start up on discretion, U-Trans-One-Three Juliet.",0.8,0.1875,en,1,FALSE,,,
LKPR_RUZYNE_Tower_134_560MHz_20201025_101021,LKPR_RUZYNE_Tower_134_560MHz_20201025_101021.wav,Ryan Air Seven Romeo Mike route reaching and holding runway two four we are ready for departure Ryan Air seven Romeo Mike line up runway two four line up and wait runway two four Ryan Air Seven Romeo Mike,"R7RM, switching and holding for runway 24, we are ready for the pass. R7RM, aligning runway 24. Aligning runway 24 for R7RM.",0.794871795,0.602409639,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_085908,LSZH_ZURICH_Tower_118_1MHz_20210414_085908.wav,Zurrich tower hello then Arrow Jet Six Zero One on foxtrot Arrow Jet Six Zero One tower on Foxtrot cross runway one zero contact apron one two one decimal seven five five sorry on Foxtrot cross runway one zero one two one seven five Alitalia five seven two [XT],"Tiger 601 Tower, hello again, Tiger 601 on FOXROS. Tiger 601 Tower, on FOXROS, cross runway 10, connect apron 121.755, adieu. On FOXROS, cross runway 10, 121.755, adieu. Adieu, adieu, 572.",0.791666667,0.588516746,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210502_065138,LSGS_SION_Ground_Control_121_7MHz_20210502_065138.wav,Sion November Seven One Six Alpha Sierra Alpine jet ready for taxi November Alpha Sierra  taxi to holding point  delta holding point  November Seven One Six Alpha Sierra,See you on November716Alpha SierraAlpineJet ready for taxi. November716Alpha SierraAlpineJet ready for taxi. Turninging point Delta November716Alpha Sierra.,0.785714286,0.431654676,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210501_014446,YSSY_SYDNEY_Tower_120_5MHz_20210501_014446.wav,tower good afternoon Emirates Nine Two Four Two cleared ILS three four left   seven miles final Emirates Nine Two Fourty Two heavy Sydney tower good afternoon continue approach,"Sorry, good afternoon, Emirates 9242, ILS 34LM, honey. Emirates 9242, have you seen any telegraph links in your approach?",0.785714286,0.62585034,en,1,FALSE,,,
LKPR_RUZYNE_Radar_120_520MHz_20201026_144339,LKPR_RUZYNE_Radar_120_520MHz_20201026_144339.wav,Radar  [NE Czech] dobre odpoledne [/NE] Sky Travel Four Three Two Papa passing nineteen hundred climbing to five thousand Sky Travel Four Three Two Papa  [NE Czech] dobre odpoledne [/NE] Praha Radar identified climb flight level one six zero climb to flight level one six zero Sky Travel Four Three Two Papa,"Radar, roger that. Skydrawer 432, papapa, sync 1900, coming to 5000. Skydrawer 432, papapa, roger that, radar identified, climb Flight level 160. Climb Flight level 160, Skydrawer 432, papapa.",0.782608696,0.544247788,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210505_143351,LSGS_SION_Ground_Control_121_7MHz_20210505_143351.wav,takeoff runway two five [hes]    seven miles from Sion     maximum one one thousand feet Vista Jet  Four Six Seven Vista Jet Four Six Seven,"VEGA runway 25 will report 7 miles from Sion, maximum 11000 feet, VESAJET 4-6-7. VESAJET 4-6-7",0.782608696,0.563106796,en,1,FALSE,,,
LKPR_RUZYNE_Radar_120_520MHz_20201029_094626,LKPR_RUZYNE_Radar_120_520MHz_20201029_094626.wav,Lufthansa Nine Tango Papa contact Praha radar one two zero decimal two seven five good bye one two zero two seventy five bye-bye Nine Tango Papa,"Lufthansa 9TB, contact Praha radar 120.275, goodbye. 120.275, bye bye 9TB.",0.777777778,0.652542373,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210421_143604,LSGS_SION_Ground_Control_121_7MHz_20210421_143604.wav,Hotel Hotel X-ray go around Hotel X-ray,"3x3, go around. 3x3.",0.777777778,0.677419355,en,1,FALSE,,,
LSGS_SION_Tower_118_3MHz_20210502_113933,LSGS_SION_Tower_118_3MHz_20210502_113933.wav,yes we are approaching two thousand feet left downwind,"We are pushing 4000ft left, non-wind.",0.777777778,0.52173913,en,1,FALSE,,,
LKPR_RUZYNE_Radar_120_520MHz_20201028_095055,LKPR_RUZYNE_Radar_120_520MHz_20201028_095055.wav,Lufthansa Niner Tango Papa contact Praha Radar one two zero decimal two seven five bye bye Lufthansa Nine Tango Papa two zero two seven five bye,"Konstanzaleinertankopapa, contact Praha radar 120.275, bye bye. Konstanzaleinertankopapa, 20.275, bye.",0.769230769,0.56302521,en,1,FALSE,,,
LSZB_BERN_Approach_127_3MHz_20210415_152428,LSZB_BERN_Approach_127_3MHz_20210415_152428.wav,Oscar Charlie Kilo descend to five thousand feet QNH one zero two one,"Los Cachay, kilo descent to 5,000 feet, PH1021.",0.769230769,0.578947368,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210413_110527,LSZB_BERN_Tower_121_0MHz_20210413_110527.wav,Hotel Golf Papa leaving CTR direction november Hotel Golf Papa frequency change approved,OTAGP frequency change approved.,0.769230769,0.631578947,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_055559,LSZH_ZURICH_Tower_118_1MHz_20210414_055559.wav,Singapore Three Four Six contact apron one two one decimal eight five five,"Singapore 346, contact apron 121.855.",0.769230769,0.661290323,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_034700,YSSY_SYDNEY_Tower_120_5MHz_20210502_034700.wav,good day  Qantas Nine Ninety Four Qantas Nine Ninety Four tower good day,"G'day, tower, cross 9-94. Cross 9-94, tower, g'day.",0.769230769,0.711864407,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_055020,YSSY_SYDNEY_Tower_120_5MHz_20210502_055020.wav,tower good day New Zealand Two Thirty One seven charlie three four left,"Ciao, g'day, New Zealand 231, 7 o'clock, lift 3, 4 lift.",0.769230769,0.627118644,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210502_114326,YSSY_SYDNEY_Tower_120_5MHz_20210502_114326.wav,Sydney tower good evening Jetstar Six Seventy One final runway three four left,"See you target evening, Jetstar 671, follow runway 34L.",0.769230769,0.590909091,en,1,FALSE,,,
LKPR_RUZYNE_Tower_134_560MHz_20201025_090915,LKPR_RUZYNE_Tower_134_560MHz_20201025_090915.wav,say again the departure we for us it is Baltu four alfa to climb  five thousand feet,"It's BAL 2 for ALPHA to climb 5,000 feet.",0.764705882,0.671641791,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210428_020602,YSSY_SYDNEY_Tower_120_5MHz_20210428_020602.wav,tower good day Rex Sixty Four Sixty Four Rex Sixty Four Sixty Four Sydney tower good afternoon,"Target RX 6464. RX 6464, Sydney Tower, good afternoon.",0.764705882,0.576923077,en,1,FALSE,,,
LSZB_BERN_Tower_121_0MHz_20210415_122910,LSZB_BERN_Tower_121_0MHz_20210415_122910.wav,Heli India Echo Hotel Whiskey three thousand six hundred feet Heli India Echo land on discretion Swiss helicopter wind    zero seven zero degrees  six knots,"Hélène Diéco, HOTEL WHISTY, 3600 feet. Hélène Diéco, land on discretion to Swiss Helicopter, wind 07, 0 degrees, 6 knots.",0.76,0.4453125,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210414_084612,LSZH_ZURICH_Tower_118_1MHz_20210414_084612.wav,ready to touchdown [XT] (-er) Four Seven on juliett Sunturk Niner Four Seven tower taxiway Juliett cross runway two eight contact  apron one two one decimal seven five  five bye,"947 Tower, taxiway Juliet, cross runway 28, contact apron 121.755, bye.",0.75862069,0.683453237,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210503_071945,LSGS_SION_Ground_Control_121_7MHz_20210503_071945.wav,Tango Three Six Five Sion tower hello QHN one zero two three report hotel november runway two five in use Sion two three runway two five next hotel november for Three Six Five,"Sango365, Sion Tower Radio, QNH 1023, report Hotel November, runway 25 in use. Sango365, QNH 1023, report HotelNovember, runway 25 in use.",0.757575758,0.531468531,en,1,FALSE,,,
LKTB_BRNO_Approach-Radar_127_350MHz_20201026_093600,LKTB_BRNO_Approach-Radar_127_350MHz_20201026_093600.wav,Oscar Kilo India Foxtrot Romeo contact Praha radar one two seven decimal five eight zero bye,OSCARCRAWL INDIA FOXL TROMEO CONTACT PRAHA RADAR 127.580 BY,0.75,0.519480519,en,1,FALSE,,,
LSGS_SION_Ground_Control_121_7MHz_20210504_063202,LSGS_SION_Ground_Control_121_7MHz_20210504_063202.wav,Tango Three Six Five  entering  Val d'Heren     four thousand three hundred feet climbing QNH one zero one seven six,"Angora 360, flight entering Val d'Evo in 4,023, climbing QNH 1017, check.",0.75,0.648351648,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210412_191440,LSZH_ZURICH_Tower_118_1MHz_20210412_191440.wav,Jump Run Eight Zero Two climb to flight level one five zero,"Chump Run 8-0-2, climb to FL150.",0.75,0.708333333,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210424_064001,LSZH_ZURICH_Tower_118_1MHz_20210424_064001.wav,Hotel Uniform Uniform  contact departure and [NE-German]schone_tag_(bye)[/NE] departure  Hotel Uniform Uniform [NE-German]schone_tag_(bye)[/NE],"Rotary Uniform, Uniform, contact depart, shouldn't share the top. Dispatch, Rotary Uniform, Uniform, shouldn't talk.",0.75,0.422222222,en,1,FALSE,,,
LSZH_ZURICH_Tower_118_1MHz_20210424_080552,LSZH_ZURICH_Tower_118_1MHz_20210424_080552.wav,Zurich tower Hotel Bravo Papa Oscar Echo Hotel Bravo Papa Oscar Echo Zurich tower go ahead,"Zurich Tower, go ahead.",0.75,0.76,en,1,FALSE,,,
LZIB_STEFANIK_Tower_118_3MHz_20210430_104342,LZIB_STEFANIK_Tower_118_3MHz_20210430_104342.wav,Stefanik tower good day Austrian One Four One One ILS three one,"Stefaniktar, good day Austrian, 1411, ILS31.",0.75,0.461538462,en,1,FALSE,,,
YSSY_SYDNEY_Tower_120_5MHz_20210504_041006,YSSY_SYDNEY_Tower_120_5MHz_20210504_041006.wav,continue approach runway one six right China Eastern Seven Seven Niner One,Continue approach runway 16R at 10-8-7-0-7-9-1.,0.75,0.603174603,en,1,FALSE,,,
